
Grupo,PROMEDIO1,PROMEDIO2,PROMEDIO3,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,Viveconmadre,Viveconpadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,Numgrado,Edad,Hombre,Mujer
2 ,36.000,.000,.000,36.000,10,23,11,0,16,1 ,2,0,0,1,0,0,0,0,1,0,1,2,6,1,0
7 ,34.100,35.200,32.500,33.500,17,18,16,21,17,1 ,2,1,0,0,0,0,0,1,0,0,1,3,9,0,1
3 ,34.200,35.500,35.800,35.300,25,23,19,24,23,1 ,2,0,0,1,0,0,0,0,1,0,1,5,10,1,0
4 ,35.333,35.250,29.833,33.333,13,16,26,17,19,1 ,2,0,0,1,0,0,0,0,1,0,1,7,15,0,1
7 ,31.400,31.000,.000,31.400,27,28,30,26,28,1 ,3,0,0,1,0,0,0,0,1,0,1,9,9,1,0
2 ,30.833,29.000,31.917,30.833,24,26,27,27,28,1 ,2,0,0,1,0,0,0,0,1,0,1,9,13,0,1
6 ,33.364,33.364,34.182,33.727,17,20,12,18,14,1 ,2,0,1,0,0,0,0,0,1,0,1,7,12,0,1
2 ,43.600,42.000,.000,43.000,1,4,11,0,3,1 ,2,0,0,1,0,0,0,0,1,0,1,1,5,0,1
1 ,32.273,34.000,34.636,34.364,25,21,20,15,21,1 ,2,0,1,0,0,0,0,1,0,0,1,8,13,1,0
5 ,34.417,34.667,36.000,34.667,17,18,20,22,20,1 ,2,1,0,0,0,0,1,0,0,0,1,10,15,0,1
2 ,44.818,47.636,45.545,45.909,2,1,1,3,1,3 ,2,0,1,0,0,0,1,0,0,0,1,3,8,1,0
4 ,34.700,36.727,36.818,36.182,18,9,7,12,11,1 ,2,0,0,1,0,0,0,0,1,0,1,7,13,0,1
1 ,27.727,29.727,29.727,29.909,22,21,21,20,21,1 ,2,0,1,0,0,0,1,0,0,0,1,7,13,1,0
2 ,46.455,44.818,44.545,45.364,4,1,6,2,2,1 ,2,0,0,1,0,0,0,0,1,0,1,3,7,0,1
2 ,38.182,37.000,37.818,37.091,22,25,23,25,26,2 ,2,0,0,1,0,0,0,0,1,0,1,3,8,1,0
3 ,42.700,42.900,43.400,42.900,3,6,5,5,5,1 ,2,1,0,0,0,0,1,0,0,0,1,6,10,0,1
5 ,36.091,34.545,.000,35.545,13,7,1,1,10,1 ,2,0,0,1,0,1,0,0,0,0,1,10,12,0,1
4 ,36.091,34.545,.000,35.545,13,7,1,1,10,1 ,2,0,0,1,0,1,0,0,0,0,1,7,12,0,1
5 ,32.000,32.083,35.750,32.917,23,25,22,24,24,2 ,2,1,0,0,0,0,1,0,0,0,1,10,16,1,0
1 ,34.833,33.667,28.750,30.917,28,30,35,36,35,1 ,2,0,0,1,0,1,0,0,0,0,1,9,14,1,0
7 ,33.900,34.900,38.000,37.400,23,17,16,13,16,1 ,2,1,0,0,0,0,0,1,0,0,1,2,8,1,0
1 ,45.455,45.455,46.636,46.273,1,1,1,1,1,0 ,1,0,0,1,0,1,0,0,0,0,1,8,13,0,1
1 ,27.636,30.909,34.818,31.182,29,28,19,26,28,2 ,2,0,0,1,0,1,0,0,0,0,1,8,15,0,1
4 ,31.250,31.000,29.833,30.583,24,26,27,27,25,2 ,2,1,0,0,0,0,0,1,0,0,1,9,13,0,1
7 ,25.000,.000,.000,25.000,30,26,28,26,29,2 ,2,0,0,1,0,1,0,0,0,0,1,9,15,1,0
6 ,42.600,40.400,42.000,41.600,2,8,6,7,4,1 ,2,0,0,1,0,0,0,0,1,0,1,1,5,0,1
7 ,33.300,29.200,28.500,30.400,24,23,29,1,27,3 ,2,1,0,0,0,0,1,0,0,0,1,2,6,1,0
1 ,36.000,37.000,37.000,36.600,22,18,14,24,23,1 ,2,0,0,1,0,0,0,0,1,0,1,1,6,0,1
3 ,30.200,.000,.000,30.200,27,1,1,1,27,1 ,2,0,0,1,0,1,0,0,0,0,1,8,16,0,1
4 ,31.909,34.364,29.182,32.091,24,13,25,26,21,1 ,2,0,0,1,0,1,0,0,0,0,1,8,15,0,1
1 ,31.909,34.364,29.182,32.091,24,13,25,26,21,1 ,2,0,0,1,0,1,0,0,0,0,1,7,15,0,1
4 ,44.455,44.636,42.273,44.273,2,2,7,2,3,1 ,2,1,0,0,0,0,0,1,0,0,1,8,11,0,1
2 ,32.750,32.667,32.333,33.917,26,27,31,11,27,1 ,2,0,1,0,0,0,1,0,0,0,1,9,15,1,0
2 ,34.800,36.000,38.000,37.000,14,13,8,8,18,1 ,2,0,0,1,0,0,0,0,1,0,1,1,5,0,1
2 ,33.273,30.091,31.000,32.182,11,23,23,23,21,1 ,2,0,1,0,0,0,0,0,1,0,1,8,15,1,0
4 ,32.818,32.364,34.364,33.727,21,14,14,21,17,1 ,2,1,0,0,0,0,1,0,0,0,1,7,11,1,0
2 ,37.000,38.500,31.333,36.600,18,16,29,29,22,1 ,2,0,0,1,0,0,1,0,0,0,1,4,9,0,1
1 ,28.167,30.500,33.667,31.667,30,23,19,19,24,1 ,2,0,0,1,0,1,0,0,0,0,1,9,15,0,1
2 ,29.917,30.583,36.833,33.500,27,23,13,7,20,1 ,2,1,0,0,0,0,1,0,0,0,1,9,13,1,0
4 ,28.833,31.167,28.667,29.417,26,25,29,28,26,2 ,2,0,1,0,0,1,0,0,0,0,1,9,14,1,0
3 ,34.200,35.100,33.300,33.900,22,20,24,22,24,1 ,2,0,0,1,0,0,0,0,1,0,1,4,9,1,0
3 ,33.167,32.250,34.000,32.500,19,27,22,25,26,1 ,2,1,0,0,0,0,1,0,0,0,1,9,15,1,0
1 ,41.000,41.000,.000,41.200,17,14,19,24,14,1 ,2,1,0,0,0,0,1,0,0,0,1,1,5,0,1
3 ,33.833,29.167,26.083,.000,23,26,33,29,1,0 ,2,1,0,0,0,0,1,0,0,0,1,10,14,1,0
3 ,28.727,27.364,28.273,28.000,28,31,29,30,28,1 ,2,1,0,0,0,0,1,0,0,0,1,7,12,1,0
3 ,44.636,41.600,.000,43.273,1,6,30,32,2,1 ,2,0,0,1,0,0,0,0,1,0,1,7,11,0,1
7 ,36.100,38.800,33.400,35.700,20,5,18,23,15,1 ,2,1,0,0,0,0,1,0,0,0,1,2,7,0,1
5 ,33.545,33.455,25.000,32.727,20,21,27,1,23,1 ,2,0,0,1,0,0,0,0,1,0,1,7,14,0,1
3 ,37.900,36.400,.000,37.500,10,14,22,24,16,1 ,2,0,0,1,0,0,0,0,1,0,1,3,7,1,0
2 ,28.083,30.500,30.000,30.583,29,32,29,19,31,1 ,2,0,0,1,0,0,0,0,1,0,1,9,14,0,1
1 ,27.917,28.083,25.583,27.417,31,29,31,30,31,1 ,2,0,1,0,0,0,0,0,1,0,1,9,14,1,0
2 ,38.583,35.917,38.583,37.750,5,10,5,12,8,1 ,2,1,0,0,0,0,1,0,0,0,1,10,16,0,1
6 ,35.636,34.182,32.545,33.727,11,18,19,23,19,1 ,2,1,0,0,0,0,1,0,0,0,1,8,16,0,1
6 ,15.000,24.000,.000,18.000,31,25,25,24,28,2 ,2,1,0,0,0,0,1,0,0,0,1,9,17,1,0
4 ,32.000,32.083,35.750,32.917,23,25,22,24,24,2 ,2,1,0,0,0,0,1,0,0,0,1,8,16,1,0
6 ,40.600,38.000,40.000,39.800,5,12,11,10,8,2 ,2,0,0,1,0,1,0,0,0,0,1,1,6,0,1
3 ,36.750,33.333,31.583,33.250,19,26,28,26,29,1 ,2,0,1,0,0,0,0,0,1,0,1,10,15,0,1
6 ,35.818,30.364,36.273,34.364,14,27,16,15,18,1 ,2,0,0,1,0,1,0,0,0,0,1,7,12,1,0
3 ,37.900,36.400,.000,37.500,10,14,22,24,16,1 ,2,0,0,1,0,0,0,0,1,0,1,4,7,1,0
1 ,29.909,30.909,30.545,30.273,23,25,27,1,25,2 ,2,0,1,0,0,0,0,0,1,0,1,7,12,0,1
3 ,41.100,38.700,.000,40.300,9,15,1,1,9,2 ,2,1,0,0,0,0,1,0,0,0,1,4,9,1,0
7 ,34.000,33.833,.000,34.167,20,21,1,1,19,1 ,2,0,0,1,0,1,0,0,0,0,1,9,15,1,0
1 ,43.800,42.818,44.091,43.091,15,6,7,12,9,1 ,2,0,0,1,0,0,0,0,1,0,1,3,7,1,0
4 ,38.917,39.083,37.083,39.417,7,9,9,3,6,1 ,2,1,0,0,0,0,1,0,0,0,1,10,14,0,1
3 ,37.000,35.300,37.100,36.700,19,24,19,15,20,1 ,2,0,0,1,0,0,0,0,1,0,1,6,12,1,0
3 ,37.200,36.400,35.833,36.900,12,14,16,17,18,1 ,2,1,0,0,0,0,1,0,0,0,1,3,8,1,0
3 ,37.200,36.400,35.833,36.900,12,14,16,17,18,1 ,2,1,0,0,0,0,1,0,0,0,1,4,8,1,0
3 ,41.100,38.700,.000,40.300,9,15,1,1,9,2 ,2,1,0,0,0,0,1,0,0,0,1,3,9,1,0
3 ,45.100,44.400,.000,42.600,1,1,20,11,2,2 ,2,1,0,0,0,0,1,0,0,0,1,3,8,1,0
3 ,45.100,44.400,.000,42.600,1,1,20,11,2,2 ,2,1,0,0,0,0,1,0,0,0,1,4,8,1,0
7 ,39.900,38.300,.000,39.200,3,6,1,1,4,1 ,2,1,0,0,0,0,1,0,0,0,1,3,8,1,0
3 ,38.900,.000,.000,38.900,8,22,22,24,11,1 ,2,0,0,1,0,0,1,0,0,0,1,4,7,1,0
7 ,33.800,36.700,30.000,33.500,18,11,23,31,17,1 ,2,1,0,0,0,0,1,0,0,0,1,3,8,0,1
6 ,44.000,.000,.000,44.000,2,1,1,1,2,2 ,2,1,0,0,0,0,1,0,0,0,1,6,11,1,0
3 ,38.200,34.500,30.000,33.900,9,18,20,21,23,1 ,2,0,0,1,0,0,0,0,1,0,1,4,9,1,0
1 ,31.333,26.750,29.333,29.083,26,28,28,27,29,1 ,2,1,0,0,0,0,1,0,0,0,1,11,18,0,1
6 ,40.600,37.000,43.600,40.200,8,17,4,11,9,1 ,2,0,0,1,0,1,0,0,0,0,1,1,6,0,1
2 ,40.000,50.000,50.000,48.000,4,1,1,1,3,1 ,2,0,1,0,0,0,0,0,1,0,1,1,6,1,0
3 ,33.444,34.200,36.800,.000,22,26,21,25,1,1 ,2,1,0,0,0,0,1,0,0,0,1,1,8,1,0
1 ,40.000,39.000,32.000,37.600,16,16,15,17,21,1 ,2,1,0,0,0,0,1,0,0,0,1,1,6,0,1
6 ,42.545,44.727,43.818,43.818,3,3,3,4,3,1 ,2,0,0,1,0,1,0,0,0,0,1,7,11,1,0
1 ,35.083,.000,.000,35.083,16,28,27,26,15,1 ,2,0,0,1,0,0,0,0,1,0,1,12,17,0,1
6 ,29.909,32.818,30.364,30.818,26,22,24,26,25,2 ,2,0,0,0,1,0,1,0,0,0,1,8,14,1,0
4 ,31.091,32.182,29.727,30.273,23,18,28,27,24,1 ,2,0,0,1,0,0,0,0,1,0,1,7,13,1,0
7 ,43.000,32.700,43.600,41.600,14,23,11,9,14,1 ,2,0,0,1,0,1,0,0,0,0,1,2,7,1,0
3 ,26.750,22.083,.000,.000,23,25,1,26,0,0 ,2,1,0,0,0,0,1,0,0,0,1,10,15,1,0
4 ,28.364,33.364,31.545,32.364,23,11,23,10,16,1 ,2,0,0,1,0,0,0,0,1,0,1,8,14,1,0
3 ,33.727,33.818,34.182,33.000,21,17,18,27,21,1 ,2,0,1,0,0,0,0,0,1,0,1,7,12,0,1
6 ,39.000,35.400,35.000,36.400,12,19,24,18,18,1 ,2,1,0,0,0,0,1,0,0,0,1,1,6,0,1
3 ,41.200,20.200,.000,.000,18,24,1,22,0,1 ,2,1,0,0,0,0,1,0,0,0,1,3,9,1,0
1 ,33.000,34.000,33.700,32.200,29,29,27,29,27,1 ,2,1,0,0,0,0,1,0,0,0,1,2,6,0,1
2 ,43.273,41.545,41.545,42.000,18,16,20,19,16,1 ,2,0,0,1,0,0,0,0,1,0,1,3,7,1,0
4 ,45.300,.000,.000,.000,8,1,1,8,0,1 ,1,1,0,0,0,0,0,1,0,0,1,8,11,0,1
2 ,36.900,36.300,36.900,37.600,24,25,25,11,21,1 ,2,1,0,0,0,0,0,1,0,0,1,5,10,0,1
3 ,32.300,34.600,34.200,32.800,25,24,24,28,24,1 ,2,0,1,0,0,0,0,0,1,0,1,6,13,1,0
2 ,33.300,.000,.000,33.300,23,1,1,1,23,1 ,2,1,0,0,0,0,1,0,0,0,1,6,11,0,1
7 ,32.900,37.000,37.900,36.900,20,10,8,6,9,2 ,2,1,0,0,0,0,1,0,0,0,1,6,11,1,0
2 ,28.545,28.364,33.000,30.909,32,27,15,19,24,1 ,2,1,0,0,0,0,1,0,0,0,1,7,13,1,0
6 ,40.800,37.400,33.100,36.700,1,5,26,16,10,1 ,2,0,0,1,0,1,0,0,0,0,1,4,9,0,1
2 ,47.100,41.600,41.700,42.500,11,20,16,22,19,1 ,2,1,0,0,0,0,1,0,0,0,1,2,7,0,1
3 ,38.900,.000,.000,38.900,8,22,22,24,11,1 ,2,0,0,1,0,0,1,0,0,0,1,3,7,1,0
3 ,41.000,41.500,43.800,42.300,3,3,2,3,3,1 ,2,1,0,0,0,0,1,0,0,0,1,3,7,0,1
3 ,41.000,41.500,43.800,42.300,3,3,2,3,3,1 ,2,1,0,0,0,0,1,0,0,0,1,4,7,0,1
3 ,31.500,34.600,34.000,33.600,23,23,25,26,28,1 ,2,0,0,1,0,0,0,0,1,0,1,4,10,1,0
1 ,34.700,34.100,34.600,34.500,15,23,18,24,24,2 ,2,0,0,1,0,1,0,0,0,0,1,6,9,1,0
3 ,42.500,33.300,35.900,37.500,5,23,22,21,18,2 ,2,0,0,1,0,1,0,0,0,0,1,3,8,1,0
4 ,32.417,30.083,26.083,29.750,21,25,27,26,27,1 ,2,0,0,1,0,0,0,0,1,0,1,10,16,1,0
7 ,40.417,38.333,38.000,39.333,5,7,6,6,6,1 ,2,1,0,0,0,0,1,0,0,0,1,9,13,0,1
1 ,40.700,43.500,41.800,42.300,7,2,6,4,5,1 ,2,1,0,0,0,0,1,0,0,0,1,6,11,0,1
3 ,34.700,34.100,34.600,34.500,15,23,18,24,24,2 ,2,0,0,1,0,1,0,0,0,0,1,5,9,1,0
2 ,44.200,48.700,49.300,47.800,19,6,2,3,7,1 ,2,1,0,0,0,0,1,0,0,0,1,2,6,0,1
3 ,35.364,36.273,33.818,34.727,23,25,25,29,26,1 ,2,0,0,1,0,0,0,0,1,0,1,7,13,0,1
6 ,41.400,42.800,40.700,41.400,1,1,2,3,1,1 ,2,0,0,1,0,1,0,0,0,0,1,6,10,1,0
4 ,34.000,33.833,.000,34.167,20,21,1,1,19,1 ,2,0,0,1,0,1,0,0,0,0,1,5,15,1,0
4 ,35.182,35.727,34.364,35.091,15,14,18,1,17,2 ,2,0,1,0,0,0,1,0,0,0,1,6,13,1,0
3 ,42.500,42.700,34.500,39.300,3,6,25,16,10,2 ,2,0,1,0,0,0,0,0,1,0,1,5,11,0,1
4 ,29.909,30.909,30.545,30.273,23,25,27,1,25,2 ,2,0,1,0,0,0,0,0,1,0,1,8,12,0,1
3 ,29.125,28.444,37.500,36.750,29,30,11,14,13,1 ,2,0,1,0,0,0,0,0,1,0,1,9,14,1,0
7 ,30.700,34.700,32.900,35.900,28,27,25,4,22,2 ,2,0,0,1,0,1,0,0,0,0,1,3,10,0,1
6 ,31.636,29.182,28.364,30.909,22,29,29,17,30,1 ,2,0,0,1,0,1,0,0,0,0,1,7,14,1,0
4 ,32.000,31.909,28.909,30.727,23,21,24,24,20,1 ,2,0,1,0,0,0,0,0,1,0,1,6,10,0,1
1 ,28.545,26.636,25.909,25.636,21,23,25,24,24,1 ,2,0,0,1,0,0,0,0,1,0,1,7,13,1,0
7 ,18.000,18.000,18.000,.000,30,27,21,26,1,2 ,1,0,0,1,0,0,0,0,1,0,1,2,6,0,1
3 ,33.444,34.200,36.800,.000,22,26,21,25,1,1 ,2,1,0,0,0,0,1,0,0,0,1,2,8,1,0
4 ,40.417,38.333,38.000,39.333,5,7,6,6,6,1 ,2,1,0,0,0,0,1,0,0,0,1,5,13,0,1
7 ,32.300,28.800,29.200,30.400,25,29,28,25,27,1 ,2,0,1,0,0,0,1,0,0,0,1,6,12,1,0
1 ,38.800,33.750,.000,35.125,26,29,1,1,26,2 ,2,0,0,1,0,0,0,0,1,0,1,2,7,0,1
1 ,36.000,26.600,32.000,31.400,13,23,18,22,26,1 ,2,0,1,0,0,0,0,0,1,0,1,1,6,1,0
2 ,19.200,.000,.000,.000,25,1,1,25,0,1 ,2,0,0,1,0,0,0,0,1,0,1,3,8,0,1
1 ,34.000,36.000,34.000,34.800,15,19,16,19,21,1 ,2,0,1,0,0,0,0,0,1,0,1,1,6,1,0
1 ,43.000,43.000,44.000,43.800,6,13,7,9,12,2 ,2,0,1,0,0,0,0,0,1,0,1,1,5,0,1
1 ,43.000,48.800,46.000,46.000,6,3,6,1,7,1 ,2,0,0,1,0,0,0,0,1,0,1,1,5,0,1
6 ,41.000,44.200,45.600,43.600,8,4,5,5,5,1 ,2,0,0,1,0,1,0,0,0,0,1,1,6,0,1
4 ,32.909,33.000,32.545,.000,25,22,20,23,1,1 ,2,0,1,0,0,0,0,0,1,0,1,8,15,0,1
2 ,36.273,34.636,31.364,33.091,27,25,28,27,24,1 ,2,1,0,0,0,0,1,0,0,0,1,3,9,1,0
4 ,34.818,37.909,37.273,35.455,12,12,12,19,14,2 ,1,0,1,0,0,0,1,0,0,0,1,7,12,1,0
6 ,39.167,37.083,35.667,37.417,6,9,12,11,8,1 ,2,1,0,0,0,0,1,0,0,0,1,9,14,1,0
1 ,44.400,41.000,.000,43.000,15,14,20,1,16,1 ,2,0,1,0,0,0,1,0,0,0,1,1,6,1,0
2 ,49.200,49.200,45.400,.000,6,6,11,10,1,1 ,2,0,0,1,0,0,0,0,1,0,1,2,7,0,1
1 ,36.100,.000,.000,36.100,13,1,1,1,13,1 ,2,0,1,0,0,0,0,0,1,0,1,6,10,1,0
7 ,39.909,39.000,38.909,39.182,4,6,4,9,5,1 ,2,0,0,1,0,1,0,0,0,0,1,8,13,1,0
1 ,41.000,41.700,40.900,41.700,6,6,10,5,6,1 ,2,1,0,0,0,0,1,0,0,0,1,6,11,0,1
3 ,40.900,41.000,42.700,42.100,5,7,5,4,4,1 ,2,0,0,1,0,0,0,0,1,0,1,6,11,1,0
2 ,37.300,36.500,38.100,37.100,12,18,21,19,19,1 ,3,1,0,0,0,0,1,0,0,0,1,6,12,1,0
1 ,44.200,46.200,45.500,.000,6,9,15,8,1,1 ,1,1,0,0,0,0,0,1,0,0,1,6,10,0,1
3 ,33.800,36.900,34.400,34.800,24,23,23,25,21,1 ,2,1,0,0,0,0,0,1,0,0,1,6,11,0,1
1 ,34.000,.000,.000,34.000,23,1,1,1,23,1 ,2,1,0,0,0,0,1,0,0,0,1,5,10,1,0
2 ,34.300,33.300,33.300,34.000,31,28,32,24,29,1 ,2,1,0,0,0,0,1,0,0,0,1,5,10,0,1
7 ,31.000,.000,.000,31.000,23,1,1,1,23,2 ,2,0,0,1,0,1,0,0,0,0,1,4,11,0,1
5 ,32.000,31.909,28.909,30.727,23,21,24,24,20,1 ,2,0,1,0,0,0,0,0,1,0,1,7,10,0,1
1 ,35.417,18.833,.000,32.750,11,28,1,1,28,1 ,2,0,1,0,0,0,0,0,1,0,1,11,15,0,1
7 ,42.800,42.600,41.400,.000,5,4,6,5,1,1 ,1,0,0,1,0,0,0,1,0,0,1,1,6,0,1
7 ,48.000,.000,.000,.000,6,1,1,6,0,1 ,1,0,0,1,0,0,0,1,0,0,1,2,7,0,1
4 ,31.818,32.091,29.818,31.727,24,20,23,23,19,1 ,2,1,0,0,0,0,1,0,0,0,1,6,12,1,0
7 ,34.182,33.000,29.364,32.545,15,19,21,10,24,1 ,2,0,0,1,0,1,0,0,0,0,1,8,13,0,1
4 ,29.364,29.000,30.833,29.167,27,29,28,27,24,2 ,2,1,0,0,0,0,1,0,0,0,1,10,16,1,0
3 ,.000,.000,44.500,43.700,25,24,1,3,2,2 ,2,1,0,0,0,0,1,0,0,0,1,5,11,1,0
1 ,.000,.000,44.500,43.700,25,24,1,3,2,2 ,2,1,0,0,0,0,1,0,0,0,1,6,11,1,0
7 ,31.400,30.600,.000,31.200,29,27,1,1,28,1 ,2,1,0,0,0,0,1,0,0,0,1,6,12,1,0
3 ,39.545,34.455,32.273,35.455,6,12,19,13,9,2 ,2,0,0,1,0,1,0,0,0,0,1,8,15,1,0
1 ,.000,41.500,43.900,41.800,25,11,11,15,13,1 ,2,1,0,0,0,0,1,0,0,0,1,2,7,0,1
1 ,43.000,41.200,37.000,39.800,6,15,14,17,18,1 ,2,1,0,0,0,0,1,0,0,0,1,1,6,1,0
6 ,32.800,31.800,.000,.000,25,24,1,24,0,1 ,2,0,0,1,0,1,0,0,0,0,1,2,7,1,0
2 ,41.000,.000,.000,.000,8,1,1,8,0,1 ,2,0,1,0,0,0,0,0,1,0,1,1,6,0,1
1 ,41.000,45.000,40.000,42.800,8,10,12,11,15,0 ,2,0,0,1,0,0,0,0,1,0,1,1,5,0,1
6 ,40.000,34.600,.000,.000,18,21,1,21,0,1 ,2,0,0,1,0,1,0,0,0,0,1,1,6,1,0
6 ,40.800,42.400,.000,41.600,9,9,1,1,9,0 ,2,0,0,0,0,1,0,0,0,0,1,1,5,0,1
6 ,24.182,24.273,23.273,23.000,28,28,27,28,28,1 ,2,0,0,0,1,0,0,0,1,0,1,8,14,1,0
6 ,39.100,39.700,42.500,.000,22,17,18,17,1,1 ,2,1,0,0,0,0,1,0,0,0,1,2,6,1,0
6 ,32.333,22.500,22.333,.000,24,25,26,25,0,3 ,2,1,0,0,0,0,1,0,0,0,1,9,16,0,1
3 ,36.100,.000,.000,36.100,13,1,1,1,13,1 ,2,0,1,0,0,0,0,0,1,0,1,5,10,1,0
6 ,.000,.000,24.667,28.000,27,26,27,26,26,1 ,2,0,0,1,0,1,0,0,0,0,1,9,14,0,1
2 ,40.300,40.400,.000,40.600,11,12,1,1,11,1 ,2,1,0,0,0,0,1,0,0,0,1,5,10,0,1
2 ,.000,39.500,45.000,39.500,25,15,2,1,13,1 ,2,0,0,1,0,0,0,0,1,0,1,4,10,1,0
2 ,45.100,41.200,.000,44.200,1,6,1,1,1,1 ,2,1,0,0,0,0,1,0,0,0,1,6,9,0,1
6 ,34.800,35.000,35.000,.000,18,19,22,22,1,2 ,2,1,0,0,0,0,0,1,0,0,1,1,6,1,0
7 ,29.545,32.182,35.273,32.182,29,21,18,29,26,0 ,3,0,0,1,0,0,0,0,1,0,1,9,16,1,0
4 ,29.545,32.182,35.273,32.182,29,21,18,29,26,0 ,3,0,0,1,0,0,0,0,1,0,1,8,16,1,0
3 ,31.917,31.500,31.750,32.167,22,20,21,21,23,2 ,2,0,0,1,0,1,0,0,0,0,1,11,18,1,0
2 ,30.250,31.417,30.833,31.917,28,20,26,24,23,2 ,2,0,0,1,0,1,0,0,0,0,1,9,15,0,1
2 ,30.833,31.083,30.833,31.000,25,25,24,0,27,2 ,2,1,0,0,0,0,0,0,0,0,1,10,17,1,0
3 ,34.250,32.667,30.167,32.250,18,27,32,26,26,0 ,2,1,0,0,0,0,0,0,1,0,1,9,14,1,0
1 ,35.917,35.250,33.833,34.667,15,15,28,25,23,1 ,2,0,0,0,1,0,0,0,1,0,1,11,17,1,0
2 ,30.412,20.000,.000,30.118,26,28,0,0,26,2 ,2,1,0,0,0,0,0,0,1,0,1,10,16,0,1
3 ,30.250,32.333,30.917,32.417,25,18,29,20,28,2 ,2,1,0,0,0,0,0,0,1,0,1,10,15,0,1
1 ,32.083,29.667,30.417,30.917,30,30,32,30,30,3 ,2,0,0,0,1,1,0,0,0,0,1,11,19,1,0
2 ,27.250,31.250,32.083,31.750,26,27,25,17,27,3 ,2,0,0,0,1,1,0,0,0,0,1,11,18,1,0
1 ,39.455,38.364,34.818,38.364,19,18,23,15,19,1 ,2,0,0,1,0,0,0,0,1,0,1,3,9,1,0
2 ,32.909,29.818,33.364,32.091,22,26,23,24,25,1 ,2,1,0,0,0,0,1,0,0,0,1,8,14,1,0
3 ,34.455,36.182,33.636,34.273,27,26,26,30,28,3 ,2,1,0,0,0,0,0,1,0,0,1,7,14,1,0
7 ,32.000,32.800,34.400,33.400,19,23,14,15,18,4 ,1,0,0,1,0,0,0,0,1,0,1,6,13,1,0
6 ,38.667,37.667,37.917,37.500,4,7,7,9,7,2 ,2,0,0,1,0,0,0,0,1,0,1,9,14,1,0
1 ,37.667,32.917,27.750,32.667,13,25,27,21,27,3 ,2,1,0,0,0,0,0,1,0,0,1,10,15,1,0
6 ,31.000,33.083,31.417,32.000,24,19,25,24,23,2 ,2,0,1,0,0,0,0,0,1,0,1,9,17,1,0
4 ,28.167,.000,.000,28.167,29,29,30,30,29,1 ,2,1,0,0,0,0,0,0,1,0,1,9,14,1,0
6 ,35.500,36.600,33.600,34.100,15,13,22,27,18,2 ,2,0,0,1,0,1,0,0,0,0,1,4,11,1,0
7 ,34.818,34.818,34.909,35.545,16,15,17,12,13,1 ,1,0,0,0,1,0,1,0,0,0,1,7,12,1,0
4 ,23.143,.000,.000,23.143,26,1,1,1,26,2 ,2,0,0,1,0,0,0,0,1,0,1,5,16,0,1
4 ,34.417,31.917,30.083,31.583,14,19,21,22,20,2 ,2,0,0,1,0,0,0,0,1,0,1,5,15,0,1
7 ,34.417,31.917,30.083,31.583,14,19,21,22,20,2 ,2,0,0,1,0,0,0,0,1,0,1,9,15,0,1
3 ,38.273,36.000,36.273,36.273,18,17,20,27,19,2 ,2,0,0,1,0,0,0,0,1,0,1,7,13,1,0
7 ,40.900,38.000,38.300,39.000,6,11,8,11,8,2 ,2,0,0,1,0,1,0,0,0,0,1,6,12,1,0
6 ,28.167,29.917,26.083,27.917,27,22,24,1,26,1 ,2,0,0,1,0,0,0,0,1,0,1,9,15,1,0
6 ,28.833,31.583,28.750,29.000,27,21,24,23,25,1 ,2,0,0,1,0,0,0,0,1,0,1,9,14,1,0
6 ,34.417,30.750,27.917,31.083,19,21,22,1,22,1 ,2,1,0,0,0,0,0,1,0,0,1,9,14,0,1
2 ,22.500,.000,.000,22.500,25,1,1,1,25,3 ,2,1,0,0,0,0,1,0,0,0,1,10,17,0,1
4 ,41.167,35.667,31.917,37.417,4,14,21,4,10,3 ,2,1,0,0,0,0,0,1,0,0,1,5,16,1,0
2 ,35.917,33.750,35.750,35.417,14,19,15,19,17,1 ,2,0,0,1,0,0,0,0,1,0,1,10,16,0,1
7 ,32.167,31.833,31.750,31.167,20,22,22,23,22,5 ,2,1,0,0,0,0,1,0,0,0,1,9,15,1,0
4 ,32.167,31.833,31.750,31.167,20,22,22,23,22,5 ,2,1,0,0,0,0,1,0,0,0,1,7,15,1,0
3 ,32.750,33.083,28.833,31.083,25,24,32,31,27,1 ,2,1,0,0,0,0,0,1,0,0,1,3,14,0,1
4 ,30.333,28.333,31.917,30.333,31,29,28,1,30,2 ,2,0,0,1,0,0,0,0,1,0,1,11,18,0,1
1 ,36.250,29.667,33.333,32.000,18,31,28,29,30,2 ,2,0,1,0,0,1,0,0,0,0,1,10,16,1,0
2 ,34.333,35.750,33.083,34.333,14,11,24,23,20,2 ,2,0,1,0,0,1,0,0,0,0,1,9,16,1,0
1 ,32.667,31.250,29.333,30.917,24,22,28,26,28,2 ,2,0,0,1,0,1,0,0,0,0,1,11,18,1,0
2 ,31.867,28.733,.000,30.667,30,32,0,0,30,1 ,2,1,0,0,0,0,0,1,0,0,1,8,14,0,1
6 ,33.583,30.750,34.417,32.333,21,21,16,24,21,0 ,7,1,0,0,0,0,0,1,0,0,1,9,13,0,1
